codebase,area
A6409-0484-00,7129.98689809591
A6409-0511-00,235315.809022167
A6410-0063-00,153096.433828768
A6409-0490-00,12688.402259833
A6409-0498-00,44224.7774322005
A6409-0491-00,7788.84037443872
A6411-0051-00,9582.30179033312
A6409-0642-00,213466.206642607
A6411-0047-00,8464.48021152955
A6411-0061-00,22760.7727288198
A6411-0053-00,19696.3481285496
A6409-0634-00,16577.5244502757
A6411-0049-00,5836.12271268401
A6409-0633-00,12721.0197536577
A6411-0055-00,13018.8330035205
A6411-0054-00,6826.99405653543
A6411-0064-00,29512.7136693128
A6409-0636-00,26387.2866809111
A6409-0725-00,121706.931018281
A6411-0126-00,9745.27034292836
A6411-0128-00,23719.9401670794
A6409-0714-00,4298.25776104037
A6411-0129-00,6512.30248308354
A6411-0133-00,12602.3478800387
A6409-0716-00,7998.84673900169
A6409-0715-00,5797.96455815783
A6411-0134-00,12598.8335625673
A6410-0088-00,10647.019330054
A6411-0132-00,7890.3906102716
A6411-0139-00,13038.2717493452
A6411-0130-00,6427.88330084676
A6411-0131-00,5770.7084443492
A6409-0719-00,14168.1214508674
A6411-0309-00,2455.23421697457
A6411-0322-00,7882.50776959876
A6411-0335-00,16084.065883079
A6411-0319-00,2877.41518946531
A6411-0329-00,15757.3481859529
A6411-0321-00,10152.5100601187
A6411-0403-00,200555.965390893
A6411-0383-00,114662.305830248
A6411-0333-00,9468.32627754443
A6411-0527-00,79959.6540420043
A6411-0523-00,31453.3981939688
A6411-0522-00,15392.2923414454
A6411-0524-00,7668.46492736978
A6411-0535-00,116649.1161766
A6411-0531-00,70675.6197985345
A6411-0525-00,9168.90069213194
A6411-0526-00,13654.9406170439
A6411-0548-00,278771.770849149
A6411-0539-00,177082.135764522
A6411-0538-00,97084.5058859989
A6410-0098-00,186514.830997215
A6411-0529-00,12040.8857161909
A6411-0687-00,23937.9512676013
A6411-0678-00,6173.55980849927
A6411-0679-00,9054.22049487651
A6411-0680-00,6376.13855273087
A6411-0701-00,174332.771514773
A6411-0683-00,7348.07514869272
A6411-0686-00,26407.8199139907
A6411-0681-00,3202.90681421317
A6411-0721-00,551830.930996448
A6433-0014-00,267886.955465243
A6437-0032-00,603903.710997818
A6432-0002-00,93894.163193013
A6432-0003-00,85697.8687878468
A6433-0019-00,2847870.21767429
A6437-0036-00,337760.75009392
A6433-0017-00,554387.422756477
A6432-0004-00,74284.4690099509
A6437-0033-00,16058.4317902883
A6432-0041-00,33090.9863326215
A6434-0016-00,91532.3677626467
A6434-0022-00,614773.778537849
A6434-0019-00,254677.772358699
A6432-0057-00,129544.007284197
A6432-0052-00,33872.390198809
A6432-0079-00,316840.940878981
A6434-0064-00,1875746.86071376
A6432-0053-00,50168.0025524406
A6435-0029-00,372094.467688871
A6432-0059-00,349132.674035509
A6432-0055-00,62055.6278014186
A6432-0087-00,1072862.4704571
A6432-0082-00,306932.072863885
A6432-0080-00,154814.58275924
A6435-0047-00,256579.600202555
A6434-0065-00,269626.801040317
A6435-0075-00,445768.914802296
A6435-0073-00,209140.387047978
A6435-0074-00,131792.242082319
A6435-0097-00,103226.361916313
A6435-0098-00,303256.819122477
A6430-0011-00,196983.114798857
A6435-0099-00,178541.829062038
A6435-0122-00,225667.488936941
A6435-0125-00,272792.224655263
A6434-0143-00,1886688.87935886
A6434-0160-00,741455.77084561
A6435-0149-00,279375.107390576
A6409-0088-00,11816.0752517286
A6409-0089-00,14970.8147046461
A6408-0708-00,10635.923250415
A6409-0083-00,11790.328306061
A6408-0702-00,2190.68497786905
A6409-0092-00,6591.90899100062
A6409-0085-00,7080.85668173435
A6409-0094-00,9561.51444670994
A6409-0086-00,5507.48042996486
A6409-0096-00,16569.7975409383
A6408-0704-00,7214.87303807044
A6408-0710-00,10789.5733957304
A6408-0703-00,2626.72827879417
A6409-0103-00,12625.8600735021
A6409-0091-00,8667.1553881056
A6409-0112-00,11012.1786241116
A6409-0093-00,5769.45646700038
A6409-0095-00,4441.27804861839
A6409-0287-00,9288.01987443058
A6410-0038-00,6497.2041288609
A6409-0297-00,13266.4971862743
A6410-0040-00,12462.2633979054
A6409-0293-00,5157.65240453963
A6409-0283-00,2423.63872070662
A6409-0303-00,25097.1723126389
A6409-0305-00,14176.0653820219
A6409-0312-00,16246.6485011831
A6409-0298-00,5072.36168664172
A6409-0300-00,13159.7572949701
A6409-0301-00,7762.70181412044
A6409-0340-00,112084.608835951
A6409-0304-00,6329.58337425635
A6409-0492-00,9497.62958807424
A6409-0494-00,11637.7541091749
A6409-0496-00,13525.6418460509
A6409-0497-00,14688.2802960932
A6409-0493-00,6424.79357562149
A6409-0499-00,14554.2843174229
A6409-0500-00,10097.0611518955
A6409-0495-00,4352.64986474551
A6409-0501-00,10588.8414537938
A6409-0505-00,21821.1392940772
A6409-0503-00,13532.3081859571
A6409-0512-00,49908.4492609804
A6409-0502-00,8634.05724539411
A6411-0078-00,116099.00460806
A6409-0638-00,52409.830151678
A6411-0079-00,65456.0556295024
A6411-0063-00,12534.8420423196
A6411-0057-00,5407.03585204967
A6411-0077-00,75942.0587648071
A6409-0720-00,10935.1054013471
A6411-0141-00,19302.5408417566
A6409-0717-00,5383.13523220873
A6411-0135-00,7249.9383288304
A6411-0171-00,100102.72948341
A6411-0146-00,13495.0328653254
A6411-0137-00,7838.01108253276
A6409-0718-00,5794.13961944908
A6409-0723-00,15643.8580760172
A6411-0193-00,246752.092676262
A6411-0143-00,14755.7791483334
A6409-0724-00,18705.9664349092
A6411-0149-00,14808.6589966467
A6411-0150-00,14852.1004832136
A6411-0330-00,31682.2692099481
A6411-0336-00,14505.4168373435
A6411-0325-00,9253.82857038446
A6411-0337-00,63311.1212561861
A6411-0324-00,16369.7755966741
A6411-0392-00,100393.884338323
A6411-0332-00,11221.6028826017
A6409-0739-00,172703.859136466
A6411-0340-00,16107.7351443835
A6411-0338-00,27966.3193051129
A6411-0331-00,17863.5388264331
A6411-0543-00,142277.023468475
A6411-0541-00,130210.642657588
A6411-0537-00,93684.0273497944
A6411-0545-00,196649.583144735
A6411-0546-00,106623.273257311
A6411-0547-00,162164.207536628
A6411-0544-00,93150.6631834964
A6411-0552-00,127976.758777937
A6411-0550-00,132554.999439406
A6411-0540-00,30739.2585565738
A6411-0551-00,103740.558508655
A6411-0688-00,8068.2684419824
A6411-0684-00,7969.56775466851
A6411-0685-00,7734.23479784687
A6411-0706-00,225573.088808626
A6411-0689-00,7768.79461572199
A6411-0693-00,35865.3141880338
A6411-0690-00,4723.88622604812
A6411-0707-00,134822.374375599
A6411-0691-00,9816.39125573738
A6411-0692-00,4993.08682237459
A6411-0695-00,6532.23890458273
A6437-0037-00,86426.0450208639
A6437-0035-00,17931.0869938254
A6433-0023-00,8999712.47384406
A6432-0011-00,4062212.86307683
A6433-0018-00,628088.782138925
A6432-0005-00,101018.908596562
A6432-0007-00,199561.987977723
A6435-0006-00,380379.297686586
A6434-0034-00,625233.5082355
A6434-0045-00,370768.145266522
A6432-0056-00,173542.527771198
A6434-0043-00,116035.474890716
A6435-0030-00,210911.95218698
A6434-0046-00,133750.571250526
A6435-0044-00,19898.777339419
A6435-0056-00,498851.260742801
A6435-0051-00,376437.383513593
A6434-0091-00,159341.457382551
A6430-0001-00,245890.22760729
A6435-0078-00,174172.073939604
A6434-0112-00,91892.2407743575
A6435-0100-00,200575.543885156
A6434-0115-00,245136.550632421
A6434-0114-00,232714.174568796
A6435-0127-00,285414.75203483
A6435-0132-00,425169.364214398
A6435-0152-00,228829.157016579
A6435-0153-00,310349.889619467
A6410-0017-00,10899.8875616831
A6409-0105-00,16007.0092311702
A6409-0097-00,3787.28818278614
A6409-0106-00,16697.9819293802
A6409-0126-00,20529.6674944775
A6409-0099-00,3950.01561026333
A6409-0098-00,6590.70600998241
A6409-0111-00,9593.62966122715
A6409-0100-00,4014.46289278093
A6409-0117-00,35696.7181607498
A6408-0707-00,3142.90885713699
A6409-0102-00,5795.60307143812
A6409-0110-00,9456.04482490758
A6409-0104-00,7921.64686718101
A6410-0019-00,5627.63109944444
A6409-0101-00,4442.71218178126
A6409-0308-00,11042.1077057193
A6409-0302-00,14503.8568121568
A6409-0323-00,58927.11879365
A6410-0041-00,20790.3278683902
A6409-0306-00,8768.44422466026
A6409-0309-00,12153.549038678
A6409-0313-00,5510.08653565419
A6409-0315-00,34483.9529308997
A6409-0307-00,7628.37496274763
A6409-0310-00,5685.85552832735
A6409-0354-00,146305.158132866
A6409-0319-00,19871.1232920452
A6409-0314-00,7001.6614245361
A6409-0510-00,28868.9864690526
A6409-0506-00,11221.5228221834
A6409-0504-00,7030.51873719335
A6409-0513-00,20436.5741261704
A6409-0507-00,4629.69808187108
A6409-0514-00,25019.3289891359
A6409-0509-00,6392.12615811029
A6409-0508-00,4391.12157892622
A6409-0520-00,19960.9271019056
A6409-0516-00,10360.465561762
A6409-0515-00,8999.95350427217
A6409-0518-00,14383.8719541824
A6409-0521-00,19111.8298646982
A6411-0060-00,9380.84293551341
A6409-0643-00,25719.946521512
A6411-0083-00,154710.704064322
A6409-0635-00,4614.16130422992
A6411-0062-00,13495.0370619681
A6409-0668-00,258044.45833366
A6411-0084-00,116330.893400589
A6409-0652-00,81843.6779440671
A6411-0085-00,183101.139669743
A6409-0640-00,9563.0761920608
A6409-0639-00,12974.9763694245
A6411-0067-00,11998.2048721498
A6409-0637-00,4908.50293343698
A6411-0086-00,176302.357256847
A6409-0721-00,8961.22225199749
A6411-0144-00,7097.55027465663
A6409-0722-00,7091.94812240196
A6411-0152-00,14685.7870373704
A6409-0728-00,23627.6035962596
A6411-0151-00,14903.6505197483
A6411-0153-00,10054.181759178
A6411-0145-00,6512.48828312312
A6411-0154-00,8610.79135442509
A6410-0090-00,8642.35492473095
A6411-0148-00,7089.37149901843
A6411-0197-00,84658.0078957347
A6411-0339-00,24335.6556874815
A6411-0334-00,10892.0660236274
A6411-0328-00,6814.777574479
A6411-0327-00,6707.64742826078
A6411-0414-00,197980.81652281
A6411-0346-00,16394.6823840483
A6411-0341-00,20297.2129143066
A6411-0342-00,10328.8316703398
A6410-0094-00,160437.155739538
A6411-0347-00,11037.6934922322
A6411-0343-00,7045.33367992609
A6411-0345-00,11131.5692234164
A6411-0350-00,9391.57726924995
A6411-0559-00,303820.078807264
A6411-0558-00,301839.679710257
A6411-0549-00,43789.0337428985
A6411-0557-00,131152.446940038
A6410-0099-00,62766.7480121168
A6411-0554-00,68539.7774804101
A6411-0556-00,167841.847428375
A6411-0553-00,60092.4068561443
A6411-0561-00,190370.754803794
A6411-0563-00,256734.003386428
A6411-0694-00,4339.78164552459
A6411-0698-00,6420.58961337227
A6411-0711-00,183606.830060835
A6411-0699-00,13211.2264125458
A6411-0700-00,10159.6206397756
A6411-0703-00,12821.6607988318
A6411-0702-00,6748.29524776883
A6411-0705-00,32451.9252067565
A6411-0710-00,145474.250804657
A6411-0709-00,109489.259662729
A6411-0712-00,166431.122176653
A6411-0704-00,7423.70485440495
A6432-0010-00,891215.924863295
A6433-0021-00,501230.404167761
A6433-0020-00,1676267.38526035
A6435-0009-00,329293.141352514
A6432-0043-00,1160915.57744965
A6432-0062-00,139464.915756413
A6432-0060-00,89121.6595774305
A6434-0050-00,309002.567265578
A6434-0048-00,137569.928807006
A6432-0086-00,669810.295709437
A6434-0077-00,763191.739205458
A6435-0052-00,277025.14017893
A6432-0092-00,510274.475520498
A6435-0081-00,668784.469094578
A6435-0080-00,121581.184577978
A6435-0101-00,324802.193498009
A6435-0104-00,232020.179313398
A6434-0118-00,200084.045101797
A6434-0132-00,573866.861612898
A6435-0134-00,248052.158125035
A6430-0019-00,169673.256210752
A6435-0147-00,218393.632907031
A6435-0151-00,131257.58232835
A6430-0029-00,354943.585225563
A6408-0709-00,3927.09095702518
A6409-0109-00,11780.0438053054
A6409-0130-00,23367.8790345001
A6409-0107-00,5651.04915747835
A6410-0020-00,5957.00280773801
A6409-0139-00,48559.3473901615
A6409-0119-00,17248.0075490004
A6409-0122-00,12676.3262357199
A6410-0021-00,22174.2133349782
A6409-0108-00,4880.78452068259
A6409-0131-00,11655.0730429218
A6410-0023-00,12153.17056966
A6409-0113-00,4816.00283815648
A6409-0115-00,5011.37326547723
A6409-0321-00,16402.0890982352
A6409-0317-00,6149.65521459906
A6409-0320-00,8101.87900376874
A6409-0357-00,113878.095932545
A6409-0330-00,10145.3042547183
A6409-0318-00,6861.98845668941
A6409-0324-00,8699.15276764812
A6409-0327-00,7330.49846929002
A6410-0042-00,8803.38301724844
A6409-0322-00,7093.71326805
A6410-0043-00,24270.5525372616
A6409-0349-00,31456.0407948545
A6409-0329-00,6309.72215669071
A6409-0325-00,4127.28643186032
A6409-0517-00,11494.6780204375
A6410-0064-00,38236.3599765274
A6409-0533-00,135392.221705578
A6409-0519-00,10597.7034309211
A6409-0523-00,21333.8117586993
A6410-0066-00,202432.671813127
A6409-0536-00,75410.2337264933
A6410-0065-00,67524.6367814208
A6409-0528-00,21045.4812722964
A6409-0524-00,13290.3118796047
A6409-0522-00,5187.98942194955
A6409-0525-00,9399.23555708623
A6411-0075-00,22508.8184145742
A6409-0646-00,13948.0694695127
A6411-0065-00,4164.41381800977
A6411-0069-00,8000.68134137867
A6411-0066-00,10765.1661603759
A6409-0649-00,25205.4243707908
A6411-0070-00,5526.92142512022
A6411-0068-00,10453.0194323756
A6411-0071-00,5216.63643086561
A6411-0087-00,133377.125259137
A6409-0641-00,4595.48798669574
A6409-0647-00,9783.33136797004
A6411-0073-00,12670.6412397341
A6409-0644-00,4765.97162622145
A6409-0660-00,218300.962457359
A6411-0076-00,7019.45902102898
A6411-0155-00,10852.2836565671
A6411-0165-00,13445.8589900995
A6411-0214-00,121120.725185714
A6409-0726-00,5244.52374624647
A6411-0157-00,12081.169988892
A6411-0190-00,52944.1514904105
A6411-0160-00,7204.41756213586
A6411-0159-00,5418.61184038284
A6411-0156-00,4545.90953359214
A6411-0158-00,2769.09735301022
A6411-0200-00,108471.709276742
A6409-0730-00,17990.7309951419
A6409-0729-00,13112.2485965902
A6411-0354-00,10140.8082260479
A6411-0355-00,10059.9147293905
A6411-0348-00,8617.32774192875
A6411-0358-00,16858.1205349581
A6411-0352-00,6050.74398833266
A6411-0361-00,12902.357949283
A6411-0353-00,8882.69950922778
A6411-0357-00,6442.12133456817
A6411-0349-00,6034.71835202269
A6411-0369-00,19456.9171101567
A6411-0356-00,5910.62418174025
A6411-0370-00,15401.0376752016
A6411-0398-00,108605.785169035
A6411-0359-00,6610.32427674477
A6411-0364-00,8417.50711733426
A6411-0555-00,99723.708048952
A6411-0569-00,281158.794705662
A6411-0562-00,161678.823480539
A6411-0564-00,219185.951272096
A6411-0560-00,65861.5084996427
A6411-0567-00,144465.671815254
A6411-0566-00,118037.364760624
A6411-0570-00,119869.481674297
A6411-0574-00,234526.834061487
A6411-0571-00,172188.017228071
A6411-0565-00,18613.9858498823
A6411-0708-00,8219.56731643335
A6411-0713-00,97886.311222106
A6411-0715-00,144207.874938516
A6411-0716-00,97970.3777822308
A6411-0714-00,69296.6900314345
A6411-0717-00,44928.6280149051
A6411-0719-00,150602.762401906
A6411-0718-00,98564.8341453211
A6411-0720-00,65529.4685443919
A6411-0722-00,39005.5987537394
A6411-0727-00,167688.711057182
A6433-0022-00,1235901.69216888
A6432-0017-00,9106990.22392651
A6432-0013-00,967301.500081402
A6433-0028-00,1820451.33901091
A6432-0012-00,99572.5536163638
A6435-0008-00,215612.725819267
A6434-0027-00,1836658.37668026
A6434-0021-00,826881.844294279
A6434-0025-00,1479517.982925
A6434-0020-00,136781.9015399
A6432-0044-00,520759.278583881
A6435-0034-00,356884.806523624
A6435-0032-00,134696.12985709
A6434-0051-00,284953.238719562
A6435-0055-00,342997.725259832
A6435-0049-00,102614.598587376
A6434-0092-00,179223.545499975
A6435-0079-00,284107.647627565
A6435-0077-00,274590.32697416
A6430-0013-00,214412.614457516
A6430-0012-00,30997.3925527924
A6432-0095-00,567975.879641177
A6434-0119-00,299093.152545582
A6434-0128-00,128853.545735555
A6435-0144-00,1047961.59246057
A6434-0133-00,201571.325905749
A6434-0134-00,193174.617758244
A6434-0135-00,160390.979059312
A6435-0128-00,403491.473107446
A6435-0131-00,317490.559969765
A6435-0155-00,296626.228825444
A6430-0030-00,300778.555259548
A6434-0153-00,1344169.4836053
A6409-0133-00,12366.8549055612
A6409-0156-00,54386.2201858534
A6409-0118-00,4540.04535728425
A6409-0136-00,14666.909509253
A6409-0124-00,5258.10247976193
A6409-0128-00,6335.50333483932
A6409-0149-00,34682.7780708364
A6409-0116-00,3938.97372208786
A6409-0120-00,2926.91886182314
A6409-0227-00,279235.828392055
A6409-0121-00,9591.92507021781
A6409-0158-00,48426.2540523494
A6409-0125-00,5636.41118976349
A6409-0134-00,6770.76018904777
A6409-0123-00,3392.64081828156
A6409-0352-00,44924.7552956736
A6409-0326-00,4703.21727525743
A6409-0328-00,5718.67625129204
A6409-0337-00,5970.83596971121
A6409-0332-00,5400.53497381443
A6409-0335-00,9580.27264714651
A6409-0331-00,6596.07637638445
A6409-0333-00,5487.39448266479
A6409-0338-00,6801.09182971317
A6409-0334-00,4192.15664413602
A6409-0344-00,8706.71641893554
A6409-0348-00,8783.83186988662
A6410-0046-00,44568.3337559406
A6409-0339-00,3614.06625983071
A6409-0534-00,16461.517418513
A6409-0527-00,6350.20585839605
A6409-0542-00,57128.9907176195
A6409-0526-00,2684.3047702277
A6409-0531-00,7783.76950761696
A6409-0535-00,11346.1306048864
A6409-0551-00,58822.5203938842
A6409-0530-00,6406.24831657411
A6409-0529-00,4319.23729727929
A6409-0532-00,8748.90545806515
A6409-0538-00,16704.629423102
A6409-0539-00,9017.30745004619
A6409-0537-00,2945.23797338305
A6409-0541-00,10209.7516078397
A6411-0074-00,3798.75342441121
A6409-0648-00,4342.77656936986
A6409-0654-00,16831.9524338164
A6409-0650-00,7889.6129466789
A6409-0667-00,126523.995721855
A6409-0651-00,9103.34562951763
A6411-0088-00,153568.767074497
A6411-0089-00,133904.895660523
A6409-0655-00,16447.3018775163
A6411-0080-00,13330.4349322741
A6409-0653-00,8460.57245059977
A6411-0081-00,6391.77839649769
A6411-0090-00,114037.68641325
A6409-0657-00,13184.6936420383
A6411-0082-00,8989.40671104639
A6409-0656-00,4706.39987584534
A6411-0161-00,9715.73399696685
A6411-0166-00,9278.1380395136
A6411-0163-00,5100.43825800519
A6411-0169-00,8157.58695960106
A6411-0168-00,6114.17749997491
A6411-0164-00,4903.38063430454
A6409-0731-00,15468.6427087268
A6411-0167-00,7189.76302358157
A6411-0176-00,11375.8321092012
A6411-0196-00,48653.7892382978
A6411-0179-00,15059.532962085
A6411-0177-00,11070.7248673762
A6411-0170-00,3264.0141105126
A6411-0172-00,5046.55558368701
A6411-0174-00,6562.62589197846
A6411-0376-00,15053.0516128637
A6411-0395-00,41241.3107107112
A6411-0365-00,14670.8271228477
A6411-0360-00,10986.6074036214
A6411-0362-00,18927.0402761551
A6411-0367-00,6941.97418759722
A6411-0444-00,153474.362190957
A6411-0372-00,10399.4475938713
A6411-0420-00,106879.701207369
A6411-0363-00,7592.08431940942
A6411-0381-00,28622.923340658
A6411-0366-00,19086.532462294
A6411-0368-00,8176.23759447031
A6411-0384-00,66952.6895109083
A6411-0573-00,140524.92403691
A6411-0572-00,113711.169136171
A6411-0568-00,19011.6028632561
A6411-0577-00,180421.676984613
A6411-0575-00,112515.71840493
A6411-0584-00,276914.202288872
A6411-0576-00,126513.588022591
A6411-0586-00,452049.212400654
A6411-0723-00,45251.8468367102
A6411-0732-00,167473.710639795
A6411-0724-00,15541.9788841249
A6411-0725-00,9932.59141273751
A6411-0728-00,26322.0267501112
A6411-0726-00,5469.16869459484
A6411-0729-00,44071.8883809627
A6411-0730-00,45915.0595196307
A6411-0731-00,18304.9488843254
A6411-0734-00,23998.3843484728
A6411-0733-00,15884.9564706461
A6411-0736-00,24488.0294200233
A6411-0735-00,8896.78996460611
A6411-0737-00,7988.47517662386
A6411-0738-00,11180.9599035584
A6432-0021-00,1237270.34309394
A6433-0024-00,254409.921347973
A6433-0039-00,5523148.48455684
A6433-0025-00,72372.5689892039
A6433-0026-00,42733.123369778
A6432-0014-00,323796.239545925
A6433-0027-00,32711.7123136356
A6435-0013-00,1938550.96961133
A6434-0029-00,1033082.5564107
A6434-0023-00,181267.075182649
A6434-0047-00,135096.648511271
A6434-0058-00,763783.107796599
A6434-0049-00,167067.919249052
A6432-0070-00,160680.528985098
A6432-0063-00,54817.0585186518
A6435-0035-00,196826.38405737
A6432-0058-00,34212.3561406015
A6434-0072-00,692638.137252669
A6434-0068-00,78785.5988430978
A6435-0053-00,530335.644918184
A6435-0076-00,221192.294184875
A6430-0010-00,355503.436594611
A6434-0104-00,1071990.69963256
A6434-0093-00,218391.561391359
A6435-0108-00,219062.364706684
A6435-0103-00,180007.07610269
A6435-0129-00,412879.921478967
A6435-0124-00,73946.6853782255
A6432-0098-00,630729.556609893
A6434-0130-00,68779.1260232672
A6435-0154-00,151418.166632052
A6434-0150-00,362584.068748634
A6435-0157-00,261906.396668915
A6430-0028-00,96617.9005491333
A6409-0129-00,4664.7665000214
A6410-0026-00,47444.8254066017
A6410-0024-00,15267.6853089681
A6409-0132-00,3964.62890948209
A6409-0127-00,6849.59086183467
A6409-0146-00,12934.3944582303
A6409-0138-00,6600.27119572621
A6409-0145-00,14386.1074271422
A6409-0135-00,4092.77742294422
A6409-0137-00,4121.92051302047
A6409-0140-00,7010.1862674742
A6409-0150-00,10378.1220578008
A6409-0144-00,10620.1365053821
A6409-0142-00,6673.53935080608
A6409-0341-00,4432.3328870737
A6409-0345-00,16798.9371236121
A6409-0392-00,152079.858605738
A6409-0343-00,4370.49188743904
A6409-0355-00,42678.5467295139
A6409-0346-00,5460.44231619519
A6410-0044-00,25152.9214831787
A6409-0351-00,11912.4195409769
A6409-0342-00,2759.75235336814
A6409-0350-00,6525.5989986313
A6409-0347-00,5210.89989799716
A6409-0362-00,15762.1376901998
A6409-0353-00,4870.33294599047
A6409-0361-00,8466.51827302897
A6409-0359-00,3930.0451693443
A6409-0565-00,162850.043876267
A6409-0540-00,9140.60636627396
A6409-0543-00,17752.5463752421
A6409-0544-00,10118.5424787717
A6409-0550-00,17417.0711670206
A6409-0559-00,149843.916940123
A6409-0545-00,11165.2921370015
A6409-0558-00,44901.4350565543
A6409-0549-00,16866.0862336663
A6409-0546-00,6924.6326056174
A6409-0560-00,71066.1308073181
A6409-0554-00,25469.7943583335
A6409-0658-00,10545.6333964242
A6409-0661-00,12447.9600119918
A6409-0678-00,229964.693015078
A6409-0659-00,6944.09708478543
A6409-0687-00,383109.882946683
A6409-0663-00,17448.466426
A6410-0075-00,86843.3651171614
A6409-0662-00,19501.9232288082
A6411-0180-00,13586.1246859208
A6411-0178-00,5800.6477084387
A6411-0173-00,9836.59648365737
A6409-0736-00,184948.762636009
A6411-0184-00,6646.52290976625
A6410-0092-00,158566.234021445
A6409-0732-00,5193.78698111414
A6411-0183-00,23133.6911058326
A6411-0175-00,8086.49871316533
A6411-0188-00,8099.15509731665
A6411-0182-00,10600.6075023906
A6411-0181-00,5748.87220447896
A6411-0187-00,8619.93669607991
A6411-0189-00,9325.76632584033
A6411-0186-00,5188.62529424893
A6411-0385-00,24982.6139697446
A6411-0371-00,4830.48168800103
A6411-0389-00,23357.8003648452
A6411-0374-00,5875.20435622316
A6411-0373-00,6016.19999676313
A6411-0404-00,37361.531403218
A6411-0382-00,16650.4755341885
A6411-0375-00,2092.12084425288
A6411-0390-00,10742.2970385494
A6411-0379-00,8127.19666835184
A6411-0380-00,6592.92427494466
A6411-0378-00,3890.20652897799
A6411-0400-00,21161.5981719171
A6411-0388-00,7637.9759670952
A6411-0588-00,239034.071050391
A6411-0581-00,200931.313674072
A6411-0580-00,211878.304227457
A6411-0591-00,254472.587250856
A6411-0585-00,210690.434941264
A6411-0583-00,219048.977817002
A6411-0590-00,242450.752300246
A6411-0579-00,78674.6324734114
A6411-0740-00,19002.5316032395
A6411-0739-00,9025.14089216645
A6411-0741-00,12228.6560742223
A6411-0742-00,9544.41230529817
A6411-0743-00,5611.95805641081
A6411-0744-00,11684.2482922732
A6411-0745-00,13155.444564515
A6411-0748-00,63857.0046427659
A6411-0746-00,9971.98397644648
A6411-0747-00,21160.0082202119
A6411-0749-00,53370.0494627666
A6437-0001-00,227016210.326795
A6433-0030-00,61363.2558841159
A6432-0016-00,1134654.92435152
A6432-0023-00,6539449.83497988
A6433-0045-00,583078.707840048
A6433-0029-00,11934.1251440168
A6432-0015-00,105370.124902506
A6433-0032-00,100947.586416102
A6435-0010-00,190516.488693974
A6435-0011-00,311860.705720835
A6434-0056-00,413172.717936073
A6432-0066-00,37572.8472144574
A6435-0050-00,72310.3525249479
A6435-0063-00,1501107.70063075
A6434-0069-00,154945.141368524
A6434-0066-00,61834.818507456
A6435-0083-00,287856.055787472
A6434-0094-00,142199.485767439
A6435-0085-00,484975.20303233
A6434-0121-00,747795.00133464
A6434-0116-00,305063.248662746
A6435-0106-00,290742.950594169
A6430-0020-00,112056.037641657
A6435-0130-00,261566.944264491
A6435-0135-00,327917.804787802
A6435-0159-00,344855.78286377
A6434-0148-00,172896.277070404
A6409-0241-00,205978.709119933
A6409-0141-00,3698.8402743089
A6410-0025-00,5186.81461857601
A6409-0143-00,7134.23281024843
A6410-0027-00,24040.7473587928
A6409-0155-00,11407.8512326778
A6409-0147-00,5015.78230049287
A6409-0153-00,7711.60081995607
A6409-0148-00,4534.28478930315
A6409-0151-00,4535.67199213279
A6409-0152-00,6473.08373414587
A6409-0157-00,4953.557261392
A6409-0159-00,11338.7941148053
A6409-0166-00,16576.5426038667
A6410-0028-00,31089.8720954029
A6409-0154-00,7871.35838142213
A6409-0356-00,4679.98261476204
A6409-0399-00,134067.614739946
A6409-0363-00,8818.40552607908
A6410-0045-00,4905.3038414131
A6409-0358-00,4060.77696846592
A6409-0360-00,5525.58960937641
A6409-0365-00,3478.76417616469
A6410-0048-00,112396.895180499
A6409-0398-00,72436.4410203039
A6409-0367-00,4490.33348269738
A6409-0364-00,5090.74585810587
A6409-0375-00,16088.3313600441
A6409-0366-00,5632.35494174716
A6409-0547-00,6952.58957225782
A6409-0548-00,4325.61830089464
A6409-0552-00,4891.86157159682
A6409-0556-00,12533.145293285
A6409-0553-00,4772.44839181275
A6409-0555-00,8999.01275305143
A6409-0566-00,32779.0655128786
A6410-0067-00,30546.1747736827
A6409-0564-00,23120.8313875461
A6409-0557-00,6593.06389869842
A6409-0561-00,19846.208120717
A6409-0567-00,12686.0541853911
A6411-0101-00,455917.106698162
A6411-0091-00,78696.1741835766
A6410-0072-00,11690.9935918473
A6411-0092-00,110020.37503557
A6409-0665-00,12597.352742784
A6411-0185-00,13082.8557755963
A6411-0195-00,11770.7941755933
A6409-0733-00,6426.35210399463
A6411-0194-00,7438.79077845663
A6411-0192-00,7529.18585045474
A6411-0239-00,62128.8893793507
A6411-0202-00,18605.8643988949
A6411-0198-00,6808.50799822814
A6411-0191-00,4639.52996184819
A6409-0734-00,9546.21998943136
A6411-0224-00,21168.42807508
A6411-0204-00,5446.11019624381
A6410-0095-00,160916.244157454
A6411-0397-00,19002.3733237179
A6411-0399-00,12305.5304426576
A6411-0394-00,20987.0379093391
A6411-0386-00,5513.70979046445
A6411-0377-00,10176.0949123825
A6411-0472-00,180568.824869358
A6411-0401-00,17152.213749913
A6411-0391-00,12120.6109301176
A6411-0417-00,25957.8999005182
A6411-0440-00,55348.327420824
A6411-0387-00,4708.72520532819
A6411-0578-00,60515.8559480311
A6411-0582-00,75205.4912178123
A6411-0592-00,234486.288720616
A6411-0589-00,139497.91581727
A6411-0593-00,122278.792958407
A6411-0596-00,269583.92578105
